제목,주소,키워드,종목코드,날짜
美 증시 호재에도 코스피지수 하락…장 중 2020선 반짝 회복,http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103100877.html,"증권 연구원
연구원 트럼프
트럼프 대통령
대통령 중국
중국
합의
미국
반발
유입 고
기관",084990,2018-10-31
[마켓뷰] 소방수 연기금 등장에 엿새만에 상승…개미는 이틀간 1.4조 손절,http://biz.chosun.com/site/data/html_dir/2018/10/30/2018103002282.html,"순 매수 반면
정부 자동차
자동차 소비 세
소비 세 인하
인하 결정 ,
결정 , 은행
은행 3 분기
호실 발표
1 % 대의 견조
견조 상승세",084990,2018-10-30
대외 악재에 코스피지수 1985선까지 하락…엿새째 연중 최저점 경신,http://biz.chosun.com/site/data/html_dir/2018/10/30/2018103000728.html,"이경민 대신 증권
대신 증권 연구원
기업 3 분기
3 분기 실적
실적 저조
저조 성적
성적 보이
하락 며 미국
미국 상무부
상무부 중국",084990,2018-10-30
부광약품 기능성 치약 '시린메드' 캐나다 시장 진출,http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110101614.html,"입점 계약
지난 9 월
퀘 지역
지역 최대
최대 규모
규모 약국 유통업체
Jean Coutu ) 와
Coutu ) 와 시린메드 F 와
시린메드 F 와 시린메드
시린메드 검 케어 민트",003000,2018-11-01
"부광약품, 2018년 3분기 영업익 295억원…전년 比 696.2% 증가",http://biz.chosun.com/site/data/html_dir/2018/10/30/2018103000997.html,"부광약품 ( 003000 ) 은 2018 년
3 분기 연결 기준
연결 기준 영업 이익
2 % ,
, 매출 액
매출 액 762 억 6600 만원
9 %
30 일",003000,2018-10-30
"\에버랜드에서 할로윈데이 제대로 즐겨요\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103101007.html,"카트 ' 이벤트
달 말
금토일
이벤트 카트
카트 끌
손님
풍선
주거
증정 등
등 유쾌",028260,2018-10-31
"에버랜드 \놀이기구 타며 단풍 즐기세요\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103100966.html,"볼 수
삼성 물산 ( 028260 ) 리조트 부문
스릴 , 상쾌
상쾌 등
구경
코스
31 일
롤러코스터 티익스프레스
티익스프레스 최고
최고 지점",028260,2018-10-31
"코스피지수 2050선 회복…\무역분쟁 완화 기대감이 호재\""""",http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110200866.html,"트럼프 대통령
시진핑 주석
1 일
주석 트럼프
대통령 통화
합의 공동
관계
촉진 바란 고
완화 것
밤 사이 ( 미국",207940,2018-11-02
"코스피지수 상승 출발…\페이스북 호실적·북미 고위회담이 호재\""""",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110100894.html,"서상영 증권
상승 마감 덕분
덕분 한국
증시 투자
투자 심리
심리 개선
개선 다음
주 미국
미국 북한
회담 개최",207940,2018-11-01
'삼바 vs 금감원' 2라운드 공 울렸다,http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103101265.html,"10 월 25 일
25 일 단독
단독 삼바
전선 밸류 션 '
때 삼바
방식 종속 회사
고의 분식
분식 회계
관계자 저녁
저녁",207940,2018-10-31
"국내 투자자, 삼성전기 공매도 세력 무릎꿇렸다",http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110201148.html,"4 분기 실적
실적 양호
양호 것
상환 위해
위해 매수
매수 것 )
것 )
기관 투자자
투자자 승리
승리",009150,2018-11-02
"\공매도 비율 높고 실적 기대되는 4개 종목 투자하라\"" - 하나""",http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110200757.html,"의결권 강화
강화 연기금
연기금 사회
때문
때문 연기금
연기금 연말
연말 의결권
의결권 행사
행사 전
마무리",009150,2018-11-02
[마켓뷰] 中증시 약세에 코스피도 뒷심부족…기관 이틀째 '팔자',http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110102679.html,"경기 회복
회복 대한
연구원 당분간
코스피지수 2000 선
2000 선 전후
11 월 초 중순
초 중순 한국
증시 안전판
안전판 확보
이경민 대신 증권",009150,2018-11-01
"코스피지수 상승 출발…\페이스북 호실적·북미 고위회담이 호재\""""",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110100894.html,"서상영 증권
상승 마감 덕분
덕분 한국
증시 투자
투자 심리
심리 개선
개선 다음
주 미국
미국 북한
회담 개최",009150,2018-11-01
"삼성전기 숏커버링 현상…공매도 세력, 한달새 7% 수익 남긴 듯",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110100837.html,"지난달 7 일
7 일 이후
대상 대거
외국
외국 공매도
투자자 삼성 전기
상환 위해
위해 주식
주가
현상",009150,2018-11-01
"[컨콜] 삼성전기 \스마트폰 멀티플 카메라 채용 증가로 매출 성장 지속\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102149.html,"삼성 전기 ( 009150 ) 31 일
31 일 3 분기
3 분기 실적 발표
실적 발표 컨퍼런스 콜
컨퍼런스 콜 통해
통해 최근
최근 듀얼
플래그 스마트폰
중심 멀티
카메라 채용",009150,2018-10-31
"[컨콜] 삼성전기 \고용량·고부가가치 MLCC 판가 하락 가능성 없어\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102123.html,"삼성 전기 ( 009150 ) 31 일
31 일 3 분기
3 분기 실적 발표
실적 발표 컨퍼런스 콜
컨퍼런스 콜 통해
판 하락
하락 가능성
가능성 우려
우려
중 가용",009150,2018-10-31
"[컨콜] 삼성전기 \2019년 산업⋅전장용 MLCC 시장 20%대 성장 예상\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102104.html,"삼성 전기 ( 009150 ) 31 일
31 일
통해 현재
현재 시장
수급
우려
제품 경우
경우 내년
내년 10 %
10 % 중반 ,",009150,2018-10-31
"[컨콜] 삼성전기 \경쟁업체 MLCC 공급 가능 시점 2019년 말 예상\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102063.html,"삼성 전기 ( 009150 ) 31 일
31 일 3 분기
3 분기 실적 발표
실적 발표 컨퍼런스 콜
컨퍼런스 콜 통해
통해 최근
제기 공급
공급 과잉
과잉 우려
우려 과도",009150,2018-10-31
"[컨콜] 삼성전기 \MLCC 폭발적인 수요 증가로 공급 부족 지속\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102053.html,"삼성 전기 ( 009150 ) 31 일
31 일 3 분기
3 분기 실적 발표
실적 발표 컨퍼런스 콜
컨퍼런스 콜 통해
향후 폭발
수요 증가
증가 지속
지속 공급
공급 부족",009150,2018-10-31
"MLCC 날개 단 삼성전기, 3분기 영업익 4000억 돌파…역대 최고 기록(종합)",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103100908.html,"신 모델 출시
통신 모듈
확대 힘
카메라 모듈
전략
거래 선의 플래그
출시 카메라
모듈 통신
모듈 공급
주요 거래 선",009150,2018-10-31
[특징주] 삼성전기 최대 실적에도 약세…외인 28일째 '팔자',http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103100871.html,"판매 호조
호조 사상
사상 최대
최대 실적
실적 달성
외국인 지난달
지난달 17 일
17 일 28 거래 일
28 거래 일 삼성 전기
주식 팔고",009150,2018-10-31
[마켓뷰] 트럼트 트위터 한 줄에 시총 '56조원' 급증,http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110202378.html,"김영환
김영환 KB 증권
KB 증권 연구원
연구원 전날
증시 종료
종료 후
애플 4 분기
4 분기 매출
시간 외
6 %",005930,2018-11-02
"삼성넥스트, 구글과 크립토키티 개발사에 투자…'광폭 행보'",http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110201627.html,"증강현실 ( AR ) 스타트업
30 일 세쿼이아
세쿼이아 캐피털 ( Sequoia
캐피털 ( Sequoia Capital
Capital Seed ),
24 일 MIT
뉴욕
800 만 달러 ( 약 91 억원 ) 를
91 억원 ) 를 투자
구글 모회사",005930,2018-11-02
"코스피지수 2050선 회복…\무역분쟁 완화 기대감이 호재\""""",http://biz.chosun.com/site/data/html_dir/2018/11/02/2018110200866.html,"트럼프 대통령
시진핑 주석
1 일
주석 트럼프
대통령 통화
합의 공동
관계
촉진 바란 고
완화 것
밤 사이 ( 미국",005930,2018-11-02
"美, 대기업 '방북사업 보고' 돌연 취소",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110102783.html,"대북 제재
고위 관계자
관계자 1 일
컨퍼런스 콜 준비 하라
준비 하라 연락
오후 다시
연락 며
며 다른
것 고
대사관 지난",005930,2018-11-01
"11년간 삼성 괴롭힌 반도체 백혈병 분쟁 종지부…\전원 보상 결정\""""",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110102778.html,"현직 및
및 퇴직
라인 1 년
최초 반도체
반도체 양산 라인
양산 라인 기흥 사업
기흥 사업 제 1 라인
1984 년 5 월
준공 시점 ) 이후
이후 반도체",005930,2018-11-01
[마켓뷰] 中증시 약세에 코스피도 뒷심부족…기관 이틀째 '팔자',http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110102679.html,"경기 회복
회복 대한
연구원 당분간
코스피지수 2000 선
2000 선 전후
11 월 초 중순
초 중순 한국
증시 안전판
안전판 확보
이경민 대신 증권",005930,2018-11-01
"코스피지수 상승 출발…\페이스북 호실적·북미 고위회담이 호재\""""",http://biz.chosun.com/site/data/html_dir/2018/11/01/2018110100894.html,"서상영 증권
상승 마감 덕분
덕분 한국
증시 투자
투자 심리
심리 개선
개선 다음
주 미국
미국 북한
회담 개최",005930,2018-11-01
"고가는 애플에 밀리고, 중저가는 중국에 치이고...삼성·LG 스마트폰 '넛크래커'",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102036.html,"전자 업계 관계자
삼성 전자 화웨이
화웨이 등
차별 위해
위해 브랜드
브랜드 파워
파워
가치 ,
시장 선전
선전 중국",005930,2018-11-01
"'메모리 위기론' 진화나선 삼성·하이닉스 \내년 2분기에 다시 공급부족\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103101998.html,"3 D 낸드
전무 31 일
31 일 3 분기
뒤 이어진
4 분기 , 내년
1 분기 경우
경우 계절
수 며
2 분기 신규
출시 고 용량",005930,2018-11-01
"추가 부양책 없다는 삼성전자…증권街 \내년 하반기에나 반등\""""",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103103868.html,"반도체 업계
기대 수
이 대해
4 분기 내년
실적 부진
부진 것
셈 라며
셈 라며 삼성 전자
하반기 실적
그때 반도체",005930,2018-11-01
삼성전자 美 에지 컴퓨팅 스타트업에 투자…“데이터 폭증 해결”,http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102403.html,"손영
사장 ) 은 지난
지난 10 월
10 월 11 일 ( 현지
시각 ) 미국
삼성
삼성 CEO
CEO 서밋
모든 에지
에지 프로세스",005930,2018-10-31
"삼성전자, SVIC 42호에 495억원 출자…“유망 AI 벤처 투자”",http://biz.chosun.com/site/data/html_dir/2018/10/31/2018103102312.html,"삼성 전자 이번
이번 출자
출자 목적
목적 대해
대해 유망
기술 발굴
495 억원 , 삼성 처 투자가
5 억원 출자
삼성 전자 ( 005930 ) 삼성 처 투자 주식회사
삼성 처 투자 주식회사 결성",005930,2018-10-31
